MoHinh,Train,Test,K,Weights,KhoangCach,P,Threshold,Accuracy,Precision,Recall,F1,ROC_AUC,PR_AUC
KNN,2024,2025,51,distance,Manhattan,1,0.16,0.6804333107650643,0.24525745257452575,0.5451807228915663,0.3383177570093458,0.6643281381432287,0.257653437658373
